"","Region","Treatment","Metabolite","Intensity"
"340","Hypothalamus","Control","3-Hydroxyanthranilic acid",2896294
"341","Hypothalamus","Control","3-Hydroxyanthranilic acid",3693188
"342","Hypothalamus","Control","3-Hydroxyanthranilic acid",2537464
"343","Hypothalamus","Control","3-Hydroxyanthranilic acid",2758116
"344","Hypothalamus","Control","3-Hydroxyanthranilic acid",3814951
"345","Hypothalamus","C4","3-Hydroxyanthranilic acid",4921877
"346","Hypothalamus","C4","3-Hydroxyanthranilic acid",4497626
"347","Hypothalamus","C4","3-Hydroxyanthranilic acid",7017488
"348","Hypothalamus","C4","3-Hydroxyanthranilic acid",3420324
"349","Hypothalamus","C4","3-Hydroxyanthranilic acid",3407802
"350","Hypothalamus","C4","3-Hydroxyanthranilic acid",6095834
"351","Hypothalamus","C4","3-Hydroxyanthranilic acid",1204652
"352","Hypothalamus","C4","3-Hydroxyanthranilic acid",7022046
"353","Hypothalamus","Est","3-Hydroxyanthranilic acid",3517251
"354","Hypothalamus","Est","3-Hydroxyanthranilic acid",2540754
"355","Hypothalamus","Est","3-Hydroxyanthranilic acid",2210518
"356","Hypothalamus","Est","3-Hydroxyanthranilic acid",2170996
"357","Hypothalamus","Est","3-Hydroxyanthranilic acid",3520627
"358","Hypothalamus","Est","3-Hydroxyanthranilic acid",3845491
"359","Hypothalamus","Est","3-Hydroxyanthranilic acid",5602531
"360","Hypothalamus","Est","3-Hydroxyanthranilic acid",562323
"361","Hippocampus","Control","3-Hydroxybenzaldehyde",1469127
"362","Hippocampus","Control","3-Hydroxybenzaldehyde",2792050
"363","Hippocampus","Control","3-Hydroxybenzaldehyde",4762087
"364","Hippocampus","Control","3-Hydroxybenzaldehyde",2785312
"365","Hippocampus","Control","3-Hydroxybenzaldehyde",833398
"366","Hippocampus","Control","3-Hydroxybenzaldehyde",888486
"367","Hippocampus","Control","3-Hydroxybenzaldehyde",697214
"368","Hippocampus","Control","3-Hydroxybenzaldehyde",810515
"369","Hippocampus","C4","3-Hydroxybenzaldehyde",747100
"370","Hippocampus","C4","3-Hydroxybenzaldehyde",946178
"371","Hippocampus","C4","3-Hydroxybenzaldehyde",792230
"372","Hippocampus","C4","3-Hydroxybenzaldehyde",800166
"373","Hippocampus","C4","3-Hydroxybenzaldehyde",928773
"374","Hippocampus","C4","3-Hydroxybenzaldehyde",793119
"375","Hippocampus","C4","3-Hydroxybenzaldehyde",1856048
"376","Hippocampus","C4","3-Hydroxybenzaldehyde",769520
"377","Hippocampus","Est","3-Hydroxybenzaldehyde",835671
"378","Hippocampus","Est","3-Hydroxybenzaldehyde",1067715
"379","Hippocampus","Est","3-Hydroxybenzaldehyde",4491902
"380","Hippocampus","Est","3-Hydroxybenzaldehyde",817911
"381","Hippocampus","Est","3-Hydroxybenzaldehyde",817709
"382","Hippocampus","Est","3-Hydroxybenzaldehyde",1118454
"383","Hippocampus","Est","3-Hydroxybenzaldehyde",740250
"384","Hippocampus","Est","3-Hydroxybenzaldehyde",1805307
"385","Basal ganglia","Control","3-Hydroxybenzaldehyde",1137758
"386","Basal ganglia","Control","3-Hydroxybenzaldehyde",2866962
"387","Basal ganglia","Control","3-Hydroxybenzaldehyde",762116
"388","Basal ganglia","Control","3-Hydroxybenzaldehyde",1924098
"389","Basal ganglia","Control","3-Hydroxybenzaldehyde",821073
"390","Basal ganglia","Control","3-Hydroxybenzaldehyde",865678
"391","Basal ganglia","Control","3-Hydroxybenzaldehyde",2458002
"392","Basal ganglia","Control","3-Hydroxybenzaldehyde",688524
"393","Basal ganglia","C4","3-Hydroxybenzaldehyde",771854
"394","Basal ganglia","C4","3-Hydroxybenzaldehyde",1015700
"395","Basal ganglia","C4","3-Hydroxybenzaldehyde",695057
"396","Basal ganglia","C4","3-Hydroxybenzaldehyde",877595
"397","Basal ganglia","C4","3-Hydroxybenzaldehyde",827615
"398","Basal ganglia","C4","3-Hydroxybenzaldehyde",1348465
"399","Basal ganglia","C4","3-Hydroxybenzaldehyde",2757488
"400","Basal ganglia","C4","3-Hydroxybenzaldehyde",888822
"401","Basal ganglia","Est","3-Hydroxybenzaldehyde",784360
"402","Basal ganglia","Est","3-Hydroxybenzaldehyde",936628
"403","Basal ganglia","Est","3-Hydroxybenzaldehyde",878529
"404","Basal ganglia","Est","3-Hydroxybenzaldehyde",711775
"405","Basal ganglia","Est","3-Hydroxybenzaldehyde",580985
"406","Basal ganglia","Est","3-Hydroxybenzaldehyde",622970
"407","Basal ganglia","Est","3-Hydroxybenzaldehyde",1072085
"408","Basal ganglia","Est","3-Hydroxybenzaldehyde",547756
"409","Hypothalamus","Control","3-Hydroxybenzaldehyde",1040837
"410","Hypothalamus","Control","3-Hydroxybenzaldehyde",913071
"411","Hypothalamus","Control","3-Hydroxybenzaldehyde",868272
"412","Hypothalamus","Control","3-Hydroxybenzaldehyde",496627
"413","Hypothalamus","Control","3-Hydroxybenzaldehyde",1178878
"414","Hypothalamus","Control","3-Hydroxybenzaldehyde",1403037
"415","Hypothalamus","Control","3-Hydroxybenzaldehyde",704101
"416","Hypothalamus","Control","3-Hydroxybenzaldehyde",831059
"417","Hypothalamus","C4","3-Hydroxybenzaldehyde",661803
"418","Hypothalamus","C4","3-Hydroxybenzaldehyde",1289261
"419","Hypothalamus","C4","3-Hydroxybenzaldehyde",776653
"420","Hypothalamus","C4","3-Hydroxybenzaldehyde",760488
"421","Hypothalamus","C4","3-Hydroxybenzaldehyde",773306
"422","Hypothalamus","C4","3-Hydroxybenzaldehyde",1496757
"423","Hypothalamus","C4","3-Hydroxybenzaldehyde",1011761
"424","Hypothalamus","C4","3-Hydroxybenzaldehyde",795584
"425","Hypothalamus","Est","3-Hydroxybenzaldehyde",586341
"426","Hypothalamus","Est","3-Hydroxybenzaldehyde",780894
"427","Hypothalamus","Est","3-Hydroxybenzaldehyde",711238
"428","Hypothalamus","Est","3-Hydroxybenzaldehyde",746707
"429","Hypothalamus","Est","3-Hydroxybenzaldehyde",719469
"430","Hypothalamus","Est","3-Hydroxybenzaldehyde",889726
"431","Hypothalamus","Est","3-Hydroxybenzaldehyde",798224
"432","Hypothalamus","Est","3-Hydroxybenzaldehyde",620024
"433","Hippocampus","Control","gamma-Aminobutyric acid",241627168
"434","Hippocampus","Control","gamma-Aminobutyric acid",263588688
"435","Hippocampus","Control","gamma-Aminobutyric acid",239895168
"436","Hippocampus","Control","gamma-Aminobutyric acid",255744176
"437","Hippocampus","Control","gamma-Aminobutyric acid",210923408
"438","Hippocampus","Control","gamma-Aminobutyric acid",227451536
"439","Hippocampus","Control","gamma-Aminobutyric acid",202805536
"440","Hippocampus","Control","gamma-Aminobutyric acid",192351376
"441","Hippocampus","C4","gamma-Aminobutyric acid",240523216
"442","Hippocampus","C4","gamma-Aminobutyric acid",296609472
"443","Hippocampus","C4","gamma-Aminobutyric acid",331058720
"444","Hippocampus","C4","gamma-Aminobutyric acid",215788464
"445","Hippocampus","C4","gamma-Aminobutyric acid",210146912
"446","Hippocampus","C4","gamma-Aminobutyric acid",222389840
"447","Hippocampus","C4","gamma-Aminobutyric acid",182055744
"448","Hippocampus","C4","gamma-Aminobutyric acid",183761216
"449","Hippocampus","Est","gamma-Aminobutyric acid",91327888
"450","Hippocampus","Est","gamma-Aminobutyric acid",217681584
"451","Hippocampus","Est","gamma-Aminobutyric acid",249357872
"452","Hippocampus","Est","gamma-Aminobutyric acid",195671200
"453","Hippocampus","Est","gamma-Aminobutyric acid",271367680
"454","Hippocampus","Est","gamma-Aminobutyric acid",182439360
"455","Hippocampus","Est","gamma-Aminobutyric acid",253765040
"456","Hippocampus","Est","gamma-Aminobutyric acid",153026128
"457","Basal ganglia","Control","gamma-Aminobutyric acid",238370560
"458","Basal ganglia","Control","gamma-Aminobutyric acid",248787088
"459","Basal ganglia","Control","gamma-Aminobutyric acid",159012048
"460","Basal ganglia","Control","gamma-Aminobutyric acid",192936608
"461","Basal ganglia","Control","gamma-Aminobutyric acid",239502784
"462","Basal ganglia","Control","gamma-Aminobutyric acid",253786528
"463","Basal ganglia","Control","gamma-Aminobutyric acid",191859152
"464","Basal ganglia","Control","gamma-Aminobutyric acid",287588960
"465","Basal ganglia","C4","gamma-Aminobutyric acid",263148720
"466","Basal ganglia","C4","gamma-Aminobutyric acid",317404672
"467","Basal ganglia","C4","gamma-Aminobutyric acid",279732352
"468","Basal ganglia","C4","gamma-Aminobutyric acid",360354240
"469","Basal ganglia","C4","gamma-Aminobutyric acid",372893472
"470","Basal ganglia","C4","gamma-Aminobutyric acid",360653920
"471","Basal ganglia","C4","gamma-Aminobutyric acid",265319328
"472","Basal ganglia","C4","gamma-Aminobutyric acid",44938696
"473","Basal ganglia","Est","gamma-Aminobutyric acid",318113664
"474","Basal ganglia","Est","gamma-Aminobutyric acid",250996368
"475","Basal ganglia","Est","gamma-Aminobutyric acid",309859200
"476","Basal ganglia","Est","gamma-Aminobutyric acid",330855776
"477","Basal ganglia","Est","gamma-Aminobutyric acid",303924800
"478","Basal ganglia","Est","gamma-Aminobutyric acid",186860064
"479","Basal ganglia","Est","gamma-Aminobutyric acid",340656128
"480","Basal ganglia","Est","gamma-Aminobutyric acid",267015104
"481","Hypothalamus","Control","gamma-Aminobutyric acid",474819840
"482","Hypothalamus","Control","gamma-Aminobutyric acid",450340960
"483","Hypothalamus","Control","gamma-Aminobutyric acid",499583872
"484","Hypothalamus","Control","gamma-Aminobutyric acid",300620256
"485","Hypothalamus","Control","gamma-Aminobutyric acid",450246368
"486","Hypothalamus","Control","gamma-Aminobutyric acid",453889024
"487","Hypothalamus","Control","gamma-Aminobutyric acid",420197408
"488","Hypothalamus","Control","gamma-Aminobutyric acid",653581184
"489","Hypothalamus","C4","gamma-Aminobutyric acid",435272928
"490","Hypothalamus","C4","gamma-Aminobutyric acid",452968256
"491","Hypothalamus","C4","gamma-Aminobutyric acid",533266272
"492","Hypothalamus","C4","gamma-Aminobutyric acid",409522976
"493","Hypothalamus","C4","gamma-Aminobutyric acid",607348096
"494","Hypothalamus","C4","gamma-Aminobutyric acid",539507968
"495","Hypothalamus","C4","gamma-Aminobutyric acid",145721664
"496","Hypothalamus","C4","gamma-Aminobutyric acid",476216608
"497","Hypothalamus","Est","gamma-Aminobutyric acid",338723584
"498","Hypothalamus","Est","gamma-Aminobutyric acid",396663744
"499","Hypothalamus","Est","gamma-Aminobutyric acid",474475520
"500","Hypothalamus","Est","gamma-Aminobutyric acid",397113632
"501","Hypothalamus","Est","gamma-Aminobutyric acid",491634656
"502","Hypothalamus","Est","gamma-Aminobutyric acid",326278848
"503","Hypothalamus","Est","gamma-Aminobutyric acid",447090528
"504","Hypothalamus","Est","gamma-Aminobutyric acid",106134976
"505","Hippocampus","Control","5-Aminovaleric acid",4412094
"506","Hippocampus","Control","5-Aminovaleric acid",5167847
"507","Hippocampus","Control","5-Aminovaleric acid",5326556
"508","Hippocampus","Control","5-Aminovaleric acid",6353904
"509","Hippocampus","Control","5-Aminovaleric acid",4145407
"510","Hippocampus","Control","5-Aminovaleric acid",5070942
"511","Hippocampus","Control","5-Aminovaleric acid",4420216
"512","Hippocampus","Control","5-Aminovaleric acid",4000610
"513","Hippocampus","C4","5-Aminovaleric acid",5278678
"514","Hippocampus","C4","5-Aminovaleric acid",5808882
"515","Hippocampus","C4","5-Aminovaleric acid",6272846
"516","Hippocampus","C4","5-Aminovaleric acid",5204072
"517","Hippocampus","C4","5-Aminovaleric acid",4801132
"518","Hippocampus","C4","5-Aminovaleric acid",5073862
"519","Hippocampus","C4","5-Aminovaleric acid",3617864
"520","Hippocampus","C4","5-Aminovaleric acid",4515404
"521","Hippocampus","Est","5-Aminovaleric acid",4673563
"522","Hippocampus","Est","5-Aminovaleric acid",4995280
"523","Hippocampus","Est","5-Aminovaleric acid",6934367
"524","Hippocampus","Est","5-Aminovaleric acid",4361126
"525","Hippocampus","Est","5-Aminovaleric acid",6834236
"526","Hippocampus","Est","5-Aminovaleric acid",3269283
"527","Hippocampus","Est","5-Aminovaleric acid",5271485
"528","Hippocampus","Est","5-Aminovaleric acid",3695252
"529","Basal ganglia","Control","5-Aminovaleric acid",4417106
"530","Basal ganglia","Control","5-Aminovaleric acid",3962246
"531","Basal ganglia","Control","5-Aminovaleric acid",3158121
"532","Basal ganglia","Control","5-Aminovaleric acid",3809904
"533","Basal ganglia","Control","5-Aminovaleric acid",4502509
"534","Basal ganglia","Control","5-Aminovaleric acid",4981468
"535","Basal ganglia","Control","5-Aminovaleric acid",3018036
"536","Basal ganglia","Control","5-Aminovaleric acid",3351567
"537","Basal ganglia","C4","5-Aminovaleric acid",3748646
"538","Basal ganglia","C4","5-Aminovaleric acid",5000788
"539","Basal ganglia","C4","5-Aminovaleric acid",3442901
"540","Basal ganglia","C4","5-Aminovaleric acid",4489481
"541","Basal ganglia","C4","5-Aminovaleric acid",5234361
"542","Basal ganglia","C4","5-Aminovaleric acid",4354792
"543","Basal ganglia","C4","5-Aminovaleric acid",3735772
"544","Basal ganglia","C4","5-Aminovaleric acid",3750406
"545","Basal ganglia","Est","5-Aminovaleric acid",5189106
"546","Basal ganglia","Est","5-Aminovaleric acid",4235515
"547","Basal ganglia","Est","5-Aminovaleric acid",5799340
"548","Basal ganglia","Est","5-Aminovaleric acid",4934284
"549","Basal ganglia","Est","5-Aminovaleric acid",4182697
"550","Basal ganglia","Est","5-Aminovaleric acid",2230862
"551","Basal ganglia","Est","5-Aminovaleric acid",3879605
"552","Basal ganglia","Est","5-Aminovaleric acid",3734410
"553","Hypothalamus","Control","5-Aminovaleric acid",3098190
"554","Hypothalamus","Control","5-Aminovaleric acid",4005790
"555","Hypothalamus","Control","5-Aminovaleric acid",4152211
"556","Hypothalamus","Control","5-Aminovaleric acid",128674
"557","Hypothalamus","Control","5-Aminovaleric acid",3425444
"558","Hypothalamus","Control","5-Aminovaleric acid",3499314
"559","Hypothalamus","Control","5-Aminovaleric acid",2790516
"560","Hypothalamus","Control","5-Aminovaleric acid",1971948
"561","Hypothalamus","C4","5-Aminovaleric acid",3616938
"562","Hypothalamus","C4","5-Aminovaleric acid",4455592
"563","Hypothalamus","C4","5-Aminovaleric acid",3956924
"564","Hypothalamus","C4","5-Aminovaleric acid",2819358
"565","Hypothalamus","C4","5-Aminovaleric acid",3374054
"566","Hypothalamus","C4","5-Aminovaleric acid",4697604
"567","Hypothalamus","C4","5-Aminovaleric acid",795042
"568","Hypothalamus","C4","5-Aminovaleric acid",4426696
"569","Hypothalamus","Est","5-Aminovaleric acid",1301928
"570","Hypothalamus","Est","5-Aminovaleric acid",1405732
"571","Hypothalamus","Est","5-Aminovaleric acid",4157042
"572","Hypothalamus","Est","5-Aminovaleric acid",3863229
"573","Hypothalamus","Est","5-Aminovaleric acid",4618416
"574","Hypothalamus","Est","5-Aminovaleric acid",2514242
"575","Hypothalamus","Est","5-Aminovaleric acid",3493321
"576","Hypothalamus","Est","5-Aminovaleric acid",1074079
"577","Hippocampus","Control","N-Acetylglutamic acid",1015344
"578","Hippocampus","Control","N-Acetylglutamic acid",1842866
"579","Hippocampus","Control","N-Acetylglutamic acid",1235065
"580","Hippocampus","Control","N-Acetylglutamic acid",1742692
"581","Hippocampus","Control","N-Acetylglutamic acid",960825
"582","Hippocampus","Control","N-Acetylglutamic acid",1257994
"583","Hippocampus","Control","N-Acetylglutamic acid",567053
"584","Hippocampus","Control","N-Acetylglutamic acid",482146
"585","Hippocampus","C4","N-Acetylglutamic acid",1298341
"586","Hippocampus","C4","N-Acetylglutamic acid",1240292
"587","Hippocampus","C4","N-Acetylglutamic acid",1791313
"588","Hippocampus","C4","N-Acetylglutamic acid",1109434
"589","Hippocampus","C4","N-Acetylglutamic acid",1125223
"590","Hippocampus","C4","N-Acetylglutamic acid",1439176
"591","Hippocampus","C4","N-Acetylglutamic acid",1238029
"592","Hippocampus","C4","N-Acetylglutamic acid",980810
"593","Hippocampus","Est","N-Acetylglutamic acid",13918
"594","Hippocampus","Est","N-Acetylglutamic acid",973023
"595","Hippocampus","Est","N-Acetylglutamic acid",1624706
"596","Hippocampus","Est","N-Acetylglutamic acid",916324
"597","Hippocampus","Est","N-Acetylglutamic acid",1597101
"598","Hippocampus","Est","N-Acetylglutamic acid",826383
"599","Hippocampus","Est","N-Acetylglutamic acid",1451805
"600","Hippocampus","Est","N-Acetylglutamic acid",7455
"601","Basal ganglia","Control","N-Acetylglutamic acid",819829
"602","Basal ganglia","Control","N-Acetylglutamic acid",747435
"603","Basal ganglia","Control","N-Acetylglutamic acid",232519
"604","Basal ganglia","Control","N-Acetylglutamic acid",441582
"605","Basal ganglia","Control","N-Acetylglutamic acid",800676
"606","Basal ganglia","Control","N-Acetylglutamic acid",814997
"607","Basal ganglia","Control","N-Acetylglutamic acid",465182
"608","Basal ganglia","Control","N-Acetylglutamic acid",451396
"609","Basal ganglia","C4","N-Acetylglutamic acid",1172306
"610","Basal ganglia","C4","N-Acetylglutamic acid",2116051
"611","Basal ganglia","C4","N-Acetylglutamic acid",13223
"612","Basal ganglia","C4","N-Acetylglutamic acid",19967
"613","Basal ganglia","C4","N-Acetylglutamic acid",1477092
"614","Basal ganglia","C4","N-Acetylglutamic acid",11389
"615","Basal ganglia","C4","N-Acetylglutamic acid",705246
"616","Basal ganglia","C4","N-Acetylglutamic acid",132651
"617","Basal ganglia","Est","N-Acetylglutamic acid",2036833
"618","Basal ganglia","Est","N-Acetylglutamic acid",1200225
"619","Basal ganglia","Est","N-Acetylglutamic acid",24408
"620","Basal ganglia","Est","N-Acetylglutamic acid",18264
"621","Basal ganglia","Est","N-Acetylglutamic acid",5435
"622","Basal ganglia","Est","N-Acetylglutamic acid",8838
"623","Basal ganglia","Est","N-Acetylglutamic acid",1548276
"624","Basal ganglia","Est","N-Acetylglutamic acid",578089
"625","Hypothalamus","Control","N-Acetylglutamic acid",22221
"626","Hypothalamus","Control","N-Acetylglutamic acid",990175
"627","Hypothalamus","Control","N-Acetylglutamic acid",1275242
"628","Hypothalamus","Control","N-Acetylglutamic acid",681283
"629","Hypothalamus","Control","N-Acetylglutamic acid",891148
"630","Hypothalamus","Control","N-Acetylglutamic acid",13474
"631","Hypothalamus","Control","N-Acetylglutamic acid",34047
"632","Hypothalamus","Control","N-Acetylglutamic acid",1515558
"633","Hypothalamus","C4","N-Acetylglutamic acid",732752
"634","Hypothalamus","C4","N-Acetylglutamic acid",1036046
"635","Hypothalamus","C4","N-Acetylglutamic acid",1039327
"636","Hypothalamus","C4","N-Acetylglutamic acid",20977
"637","Hypothalamus","C4","N-Acetylglutamic acid",18370
"638","Hypothalamus","C4","N-Acetylglutamic acid",693721
"639","Hypothalamus","C4","N-Acetylglutamic acid",214544
"640","Hypothalamus","C4","N-Acetylglutamic acid",1032024
"641","Hypothalamus","Est","N-Acetylglutamic acid",594746
"642","Hypothalamus","Est","N-Acetylglutamic acid",34860
"643","Hypothalamus","Est","N-Acetylglutamic acid",8801
"644","Hypothalamus","Est","N-Acetylglutamic acid",22914
"645","Hypothalamus","Est","N-Acetylglutamic acid",6965
"646","Hypothalamus","Est","N-Acetylglutamic acid",528205
"647","Hypothalamus","Est","N-Acetylglutamic acid",844296
"648","Hypothalamus","Est","N-Acetylglutamic acid",20481
"649","Hippocampus","Control","Acetylcholine",39032200
"650","Hippocampus","Control","Acetylcholine",47936436
"651","Hippocampus","Control","Acetylcholine",43835792
"652","Hippocampus","Control","Acetylcholine",64063428
"653","Hippocampus","Control","Acetylcholine",56720504
"654","Hippocampus","Control","Acetylcholine",77323232
"655","Hippocampus","Control","Acetylcholine",75710712
"656","Hippocampus","Control","Acetylcholine",68930120
"657","Hippocampus","C4","Acetylcholine",63962536
"658","Hippocampus","C4","Acetylcholine",53956788
"659","Hippocampus","C4","Acetylcholine",65040276
"660","Hippocampus","C4","Acetylcholine",68213984
"661","Hippocampus","C4","Acetylcholine",50385212
